beta,plaq
7.47621555416,0.5875
7.476940034799992,0.5875851063836248
7.477664515440009,0.5876702127653517
7.478429384839995,0.5877553191489765
7.479187544240041,0.5878404255326014
7.479922661959977,0.5879255319143283
7.480694868799974,0.5880106382979531
7.48142564815998,0.588095744681578
7.48218893207998,0.5881808510633048
7.48292745515999,0.5882659574469297
7.48366772648002,0.5883510638305546
7.484400531000006,0.5884361702122813
7.4851733544400245,0.5885212765959061
7.4859056849200005,0.5886063829795312
7.486642036879977,0.5886914893612579
7.487372140920002,0.5887765957448827
7.488077773520024,0.5888617021285076
7.488766931880028,0.5889468085102344
7.489362241479997,0.5890319148938594
7.489894288759988,0.5891170212774842
7.490144271719975,0.589202127659211
7.490305422519982,0.5892872340428359
7.489483955239989,0.5893723404264608
7.489280020679983,0.5894574468081876
7.489324822559949,0.5895425531918125
7.489732843760033,0.5896276595735392
7.489898582919991,0.5897127659571642
7.490316118920018,0.5897978723407891
7.490784478800036,0.5898829787225157
7.491126126160008,0.5899680851061407
7.49167290527999,0.5900531914897655
7.492128589599987,0.5901382978714923
7.492721757080011,0.5902234042551172
7.49320275031997,0.5903085106387421
7.4937495408399935,0.5903936170204689
7.494335473960021,0.5904787234040938
7.494943225119982,0.5905638297877186
7.495587407280047,0.5906489361694455
7.496202624920035,0.5907340425530704
7.496709734919997,0.5908191489366952
7.497358832040024,0.5909042553184221
7.497967361400049,0.5909893617020469
7.4986601383199964,0.5910744680856718
7.499331851639966,0.5911595744673986
7.499958454640017,0.5912446808510234
7.500631327679997,0.5913297872346482
7.501370645400024,0.5914148936163751
7.502109963239969,0.5915
