Beta,Hist,Bins
7.625,798.091436502182,0.6024973308067053
7.625,879.5293381860781,0.6025096101014725
7.625,920.2482890280262,0.6025218893962397
7.625,1131.9868334061562,0.602534168691007
7.625,1074.9803022274289,0.6025464479857742
7.625,1457.7384401417407,0.6025587272805414
7.625,1197.137154753273,0.6025710065753086
7.625,1579.895292667585,0.6025832858700758
7.625,1555.463922162416,0.602595565164843
7.625,1661.333194351481,0.6026078444596102
7.625,1734.6273058669876,0.6026201237543775
7.625,1930.0782699083384,0.6026324030491447
7.625,2084.810283088891,0.6026446823439119
7.625,2272.1174569807017,0.6026569616386792
7.625,1978.941010918676,0.6026692409334464
7.625,2190.679555296806,0.6026815202282136
7.625,2426.8494701801046,0.6026937995229809
7.625,2459.424630853663,0.6027060788177481
7.625,2606.012853884676,0.6027183581125153
7.625,2516.4311620323906,0.6027306374072825
7.625,2491.999791527221,0.6027429167020497
7.625,2589.725273547897,0.6027551959968169
7.625,2426.8494701801046,0.6027674752915841
7.625,2353.555358664598,0.6027797545863514
7.625,2263.9736668123123,0.6027920338811186
7.625,2263.9736668123123,0.6028043131758858
7.625,2198.8233454651954,0.602816592470653
7.625,1970.7972207502864,0.6028288717654202
7.625,1938.222060076728,0.6028411510601874
7.625,1905.64689938594,0.6028534303549546
7.625,1970.7972207502864,0.602865709649722
7.625,1783.4900468773253,0.6028779889444892
7.625,1750.9148862037666,0.6028902682392564
7.625,1604.3266631727538,0.6029025475340236
7.625,1294.8626367739485,0.6029148268287908
7.625,1270.4312662687796,0.602927106123558
7.625,1083.1240923958185,0.6029393854183253
7.625,1017.9737710487016,0.6029516647130925
7.625,1034.261351385481,0.6029639440078597
7.625,846.9541775125198,0.6029762233026269
7.625,920.2482890280262,0.6029885025973941
7.625,830.6665971757405,0.6030007818921613
7.625,708.5097446498963,0.6030130611869285
7.625,667.7907938079483,0.6030253404816958
7.625,456.0522494298184,0.603037619776463
7.625,529.3463609405388,0.6030498990712302
7.625,374.6143477459222,0.6030621783659975
7.625,358.3267674091429,0.6030744576607647
7.625,276.88886572524683,0.6030867369555319
7.625,138.44443286262342,0.6030990162502992
7.625,260.6012853884676,0.6031112955450664
7.625,187.3071738729611,0.6031235748398336
7.625,154.73201319940264,0.6031358541346008
7.625,114.0130623574546,0.603148133429368
7.625,57.00653117872729,0.6031604127241352
7.625,73.29411151550651,0.6031726920189024
7.625,130.3006426942338,0.6031849713136697
7.625,48.86274101033768,0.6031972506084369
7.625,24.43137050516884,0.6032095299032041
7.625,24.43137050516884,0.6032218091979713
7.625,0.0,0.6032340884927385
7.625,16.287580336779225,0.6032463677875057
7.625,16.28758033663196,0.603258647082273
7.625,0.0,0.6032709263770403
7.625,0.0,0.6032832056718075
7.625,0.0,0.6032954849665747
7.625,8.143790168389613,0.6033077642613419
7.625,8.143790168389613,0.6033200435561091
7.625,8.143790168389613,0.6033323228508763
7.625,0.0,0.6033446021456436
7.625,8.143790168389613,0.6033568814404108
7.63,8.733548694477399,0.6026425375946862
7.63,0.0,0.6026539876940098
7.63,0.0,0.6026654377933334
7.63,8.733548694477399,0.6026768878926572
7.63,0.0,0.6026883379919807
7.63,0.0,0.6026997880913043
7.63,8.733548694477399,0.6027112381906281
7.63,17.467097389124167,0.6027226882899517
7.63,26.2006460834322,0.6027341383892753
7.63,43.667743472387,0.602745588488599
7.63,34.93419477824833,0.6027570385879226
7.63,17.467097388954798,0.6027684886872462
7.63,43.667743472387,0.60277993878657
7.63,78.60193825105874,0.6027913888858936
7.63,52.4012921668644,0.6028028389852171
7.63,87.335486944774,0.6028142890845409
7.63,78.60193825105874,0.6028257391838645
7.63,139.73677911163838,0.6028371892831881
7.63,69.86838955581919,0.6028486393825119
7.63,148.4703278075554,0.6028600894818354
7.63,200.8716199729802,0.602871539581159
7.63,314.4077530011864,0.6028829896804828
7.63,253.2729121423004,0.6028944397798064
7.63,253.2729121398446,0.60290588987913
7.63,288.2071069205487,0.6029173399784538
7.63,384.2761425570056,0.6029287900777773
7.63,462.8780808073021,0.6029402401771009
7.63,445.41098342266616,0.6029516902764247
7.63,620.0819573078953,0.6029631403757483
7.63,567.680665141031,0.6029745904750718
7.63,742.351639037777,0.6029860405743956
7.63,803.4864798919208,0.6029974906737192
7.63,864.6213207532626,0.6030089407730428
7.63,890.8219668453323,0.6030203908723666
7.63,1109.16068419863,0.6030318409716902
7.63,1187.7626224489263,0.6030432910710137
7.63,1161.5619763767568,0.6030547411703375
7.63,1589.505862394887,0.6030661912696611
7.63,1528.371021533545,0.6030776413689847
7.63,1615.7065084939852,0.6030890914683085
7.63,1703.041995423093,0.603100541567632
7.63,2034.9168458132344,0.6031119916669556
7.63,1729.2426415232924,0.6031234417662794
7.63,1982.5155536463697,0.603134891865603
7.63,1834.045225840254,0.6031463419649266
7.63,2227.054917113331,0.6031577920642504
7.63,2331.8575014254657,0.6031692421635739
7.63,2183.38717361935,0.6031806922628975
7.63,2288.1897579752654,0.6031921423622213
7.63,2401.725890981285,0.6032035924615449
7.63,2375.5252448978526,0.6032150425608684
7.63,2375.5252449208865,0.6032264926601922
7.63,2436.6600857591948,0.6032379427595158
7.63,2489.061377926059,0.6032493928588394
7.63,2558.92976750669,0.6032608429581632
7.63,2427.9265370647167,0.6032722930574868
7.63,1982.5155536463697,0.6032837431568103
7.63,2279.456209280703,0.6032951932561341
7.63,2227.054917091737,0.6033066433554577
7.63,2200.8542710083047,0.6033180934547813
7.63,2104.785235389462,0.6033295435541051
7.63,2043.6503945077116,0.6033409936534286
7.63,2253.255563175169,0.6033524437527522
7.63,2078.584589305776,0.603363893852076
7.63,1895.180066701596,0.6033753439513996
7.63,1624.4400571727963,0.6033867940507232
7.63,1720.5090928287302,0.603398244150047
7.63,1572.038765005932,0.6034096942493705
7.63,1362.4335963384744,0.6034211443486941
7.63,1056.759392042012,0.6034325944480179
7.63,995.6245511704236,0.6034440445473415
7.63,1126.6277815875844,0.603455494646665
7.63,908.2890642344566,0.6034669447459888
7.63,934.4897103090816,0.6034783948453124
7.63,689.9503468637146,0.603489844944636
7.63,777.2858338160253,0.6035012950439598
7.63,497.8122755852118,0.6035127451432833
7.63,646.282603397594,0.6035241952426069
7.63,489.0787268907344,0.6035356453419305
7.63,445.4109834183474,0.6035470954412543
7.63,288.2071069205487,0.6035585455405779
7.63,244.5393634453672,0.6035699956399014
7.63,200.8716199729802,0.6035814457392252
7.63,218.33871736405203,0.6035928958385488
7.63,131.003230417161,0.6036043459378724
7.63,122.2696817226836,0.6036157960371962
7.63,122.26968172386916,0.6036272461365197
7.63,113.5361330282062,0.6036386962358433
7.63,113.5361330282062,0.6036501463351671
7.63,61.13484086193458,0.6036615964344907
7.63,34.9341947779096,0.6036730465338143
7.63,69.86838955581919,0.6036844966331381
7.63,43.66774347281041,0.6036959467324616
7.63,26.2006460834322,0.6037073968317852
7.63,8.733548694477399,0.603718846931109
7.63,8.733548694562083,0.6037302970304326
7.63,17.467097388954798,0.6037417471297561
7.63,26.2006460834322,0.6037531972290799
7.63,26.200646083686244,0.6037646473284035
7.63,17.467097388954798,0.6037760974277271
