Beta,Hist,Bins
7.32,0.0226262207433968,0.5627822599716767
7.32,0.0226262207433684,0.5628706529924414
7.32,0.0226262207433968,0.5629590460132063
7.32,0.0905048829734738,0.5630474390339713
7.32,0.0905048829735875,0.5631358320547362
7.32,0.0678786622301053,0.5632242250755009
7.32,0.0678786622301906,0.5633126180962658
7.32,0.3393933111505269,0.5634010111170307
7.32,0.4298981941245408,0.5634894041377956
7.32,0.4525244148673693,0.5635777971585603
7.32,0.8145439467622878,0.5636661901793252
7.32,0.7466652845311593,0.5637545832000901
7.32,1.3801994653472096,0.563842976220855
7.32,1.991107425416425,0.5639313692416197
7.32,2.715146489207626,0.5640197622623846
7.32,3.3713068907619013,0.5641081552831495
7.32,4.1405983960416295,0.5641965483039144
7.32,5.950696055505906,0.5642849413246791
7.32,7.579783949037955,0.564373334345444
7.32,10.9058383983036,0.5644617273662089
7.32,12.715936057789047,0.5645501203869738
7.32,17.08279666124319,0.5646385134077385
7.32,21.63066703068742,0.5647269064285034
7.32,28.01126128029016,0.5648152994492683
7.32,34.27872442624628,0.5649036924700332
7.32,43.78173713847297,0.5649920854907979
7.32,53.64676938252663,0.5650804785115628
7.32,64.00957848306977,0.5651688715323278
7.32,76.90652430670941,0.5652572645530924
7.32,93.31053434576874,0.5653456575738574
7.32,111.32100605737284,0.5654340505946223
7.32,127.11410813640369,0.5655224436153872
7.32,146.0975073399302,0.5656108366361519
7.32,168.9726165116879,0.5656992296569168
7.32,190.422273776189,0.5657876226776817
7.32,213.387887830976,0.5658760156984466
7.32,243.59389252310487,0.5659644087192113
7.32,268.89000731452853,0.5660528017399762
7.32,294.0277385600732,0.5661411947607411
7.32,317.53638191283187,0.566229587781506
7.32,338.21674767187176,0.5663179808022707
7.32,365.1872027984257,0.5664063738230356
7.32,384.89464106544096,0.5664947668438005
7.32,400.778248027789,0.5665831598645654
7.32,422.6804297068663,0.5666715528853301
7.32,427.5450671672275,0.566759945906095
7.32,434.9890937912587,0.5668483389268599
7.32,436.09777860823147,0.5669367319476248
7.32,440.1252459000034,0.5670251249683895
7.32,431.48202957657855,0.5671135179891544
7.32,420.44043385380087,0.5672019110099193
7.32,416.2545830157496,0.567290304030684
7.32,392.8138183261133,0.5673786970514489
7.32,371.5677970475969,0.5674670900722139
7.32,353.82883998524045,0.5675554830929788
7.32,331.13474057919746,0.5676438761137435
7.32,300.8834834456917,0.5677322691345084
7.32,281.58331715122057,0.5678206621552733
7.32,253.52680342976203,0.5679090551760382
7.32,228.36644596281792,0.5679974481968029
7.32,201.96164635556056,0.5680858412175678
7.32,180.42148420762013,0.5681742342383327
7.32,154.06193704178938,0.5682626272590976
7.32,135.93833422615774,0.5683510202798623
7.32,112.92746773029384,0.5684394133006272
7.32,96.65921501567009,0.5685278063213921
7.32,83.08348256975334,0.568616199342157
7.32,67.81078356787528,0.5687045923629217
7.32,56.88231894889976,0.5687929853836866
7.32,46.74577205579924,0.5688813784044515
7.32,36.38296295538218,0.5689697714252164
7.32,31.563577936999007,0.5690581644459811
7.32,24.639954389559204,0.569146557466746
7.32,19.00602542442951,0.5692349504875109
7.32,15.838354520377818,0.5693233435082758
7.32,11.561998799875807,0.5694117365290405
7.32,9.842406023365282,0.5695001295498054
7.32,6.946249768222844,0.5695885225705704
7.32,5.430292978408431,0.569676915591335
7.32,3.801205084890676,0.5697653086121
7.32,3.1450446833282166,0.5698537016328649
7.32,1.923228763188735,0.5699420946536298
7.32,1.6969665557526348,0.5700304876743945
7.32,0.927675050479272,0.5701188806951594
7.32,1.0181799334515809,0.5702072737159243
7.32,0.6109079600717159,0.5702956667366892
7.32,0.5430292978408431,0.5703840597574539
7.32,0.2941408696641595,0.5704724527782188
7.32,0.3846457526372639,0.5705608457989837
7.32,0.1583835452037781,0.5706492388197486
7.32,0.1583835452035792,0.5707376318405133
7.32,0.0905048829735875,0.5708260248612782
7.32,0.1357573244602107,0.5709144178820431
7.32,0.0678786622301906,0.571002810902808
7.32,0.0,0.5710912039235727
7.32,0.0226262207433968,0.5711795969443376
7.32,0.0,0.5712679899651025
7.32,0.0226262207433968,0.5713563829858674
7.32,0.0226262207433684,0.5714447760066321
7.32,0.0452524414867937,0.571533169027397
7.33,0.0642650368673882,0.5646831225724709
7.33,0.0856867158231843,0.5647764859360116
7.33,0.1285300737347765,0.5648698492995521
7.33,0.1285300737347765,0.5649632126630928
7.33,0.1927951106021648,0.5650565760266333
7.33,0.3641685422485335,0.565149939390174
7.33,0.5569636528506984,0.5652433027537145
7.33,0.706915405541271,0.5653366661172552
7.33,1.3067224163035616,0.5654300294807957
7.33,1.842264390198464,0.5655233928443364
7.33,2.870504980076676,0.5656167562078769
7.33,3.770215496220112,0.5657101195714176
7.33,5.398263096860615,0.5658034829349581
7.33,6.833515586898953,0.5658968462984988
7.33,8.997105161434359,0.5659902096620393
7.33,11.56770663612989,0.56608357302558
7.33,14.93091023220763,0.5661769363891205
7.33,19.300932739172275,0.566270299752661
7.33,24.6563524781213,0.5663636631162017
7.33,32.625217049677445,0.5664570264797422
7.33,41.40810542155384,0.5665503898432829
7.33,48.13451261367381,0.5666437532068234
7.33,61.48021860313478,0.5667371165703641
7.33,76.79671905652899,0.5668304799339046
7.33,88.51437744534944,0.5669238432974453
7.33,106.74422623673192,0.5670172066609858
7.33,124.67417152273325,0.5671105700245265
7.33,145.6674168994134,0.567203933388067
7.33,171.20205821472237,0.5672972967516077
7.33,191.38127979108225,0.5673906601151482
7.33,218.6724987807665,0.5674840234786889
7.33,245.1068506122189,0.5675773868422294
7.33,273.70479201820666,0.5676707502057701
7.33,296.4331933903063,0.5677641135693106
7.33,318.56178775164364,0.5678574769328513
7.33,345.93869345715103,0.5679508402963918
7.33,367.03904722861023,0.5680442036599325
7.33,384.8404624408768,0.568137567023473
7.33,400.1141195363594,0.5682309303870137
7.33,409.7967184243792,0.5683242937505542
7.33,418.8152452647694,0.5684176571140949
7.33,424.5776769038785,0.5685110204776354
7.33,425.0917971988176,0.5686043838411761
7.33,419.0508837332831,0.5686977472047166
7.33,413.5883555995552,0.5687911105682573
7.33,399.0216139096138,0.5688844739317978
7.33,379.8277895652205,0.5689778372953385
7.33,358.2990022146454,0.569071200658879
7.33,340.64753875506943,0.5691645640224197
7.33,317.4478604459423,0.5692579273859601
7.33,292.2559659942736,0.5693512907495009
7.33,267.6424568737164,0.5694446541130413
7.33,245.7709226598485,0.5695380174765818
7.33,216.68028263787747,0.5696313808401225
7.33,192.53805045469525,0.569724744203663
7.33,171.20205821472237,0.5698181075672037
7.33,150.95857160149507,0.5699114709307442
7.33,132.0646507624829,0.570004834294285
7.33,110.2145382275709,0.5700981976578254
7.33,92.0917978309674,0.5701915610213661
7.33,78.72467016255062,0.5702849243849066
7.33,68.22804747421054,0.5703782877484473
7.33,58.009906612295815,0.5704716511119878
7.33,47.1276937027514,0.5705650144755285
7.33,40.16564804211767,0.570658377839069
7.33,34.188999613450555,0.5707517412026097
7.33,27.098423879082056,0.5708451045661502
7.33,23.113991593303982,0.5709384679296909
7.33,19.06529427065852,0.5710318312932314
7.33,14.566741689941342,0.5711251946567721
7.33,13.559922779018926,0.5712185580203126
7.33,11.460598241350908,0.5713119213838533
7.33,9.53264713532926,0.5714052847473938
7.33,7.9688645715561455,0.5714986481109345
7.33,6.29797361300405,0.571592011474475
7.33,5.398263096860615,0.5716853748380157
7.33,4.348600828026607,0.5717787382015562
7.33,3.6202637435295393,0.5718721015650969
7.33,2.9990350538114527,0.5719654649286374
7.33,2.806239943209288,0.5720588282921781
7.33,1.9707944639332404,0.5721521916557186
7.33,2.270697969314386,0.5722455550192593
7.33,1.456674168994134,0.5723389183827998
7.33,1.178192342570186,0.5724322817463405
7.33,1.2210357004803771,0.572525645109881
7.33,0.8568671582318436,0.5726190084734215
7.33,0.728337084497067,0.5727123718369622
7.33,0.6854937265854749,0.5728057352005027
7.33,0.4498552580717179,0.5728990985640434
7.33,0.3641685422485335,0.5729924619275839
7.33,0.3427468632927374,0.5730858252911246
7.33,0.2142167895579609,0.5731791886546651
7.33,0.1071083947789804,0.5732725520182058
7.33,0.1499517526905726,0.5733659153817463
7.33,0.0428433579115921,0.573459278745287
7.33,0.1285300737347765,0.5735526421088275
7.33,0.0,0.5736460054723682
7.33,0.021421678955796,0.5737393688359087
7.33,0.021421678955796,0.5738327321994494
7.33,0.021421678955796,0.5739260955629899
7.34,0.0172419778953605,0.5661507898184619
7.34,0.0172419778953605,0.5662667857913217
7.34,0.0172419778953605,0.5663827817641816
7.34,0.0344839557906881,0.5664987777370414
7.34,0.155177801058245,0.5666147737099013
7.34,0.2586296684304084,0.5667307696827611
7.34,0.2241457126396873,0.566846765655621
7.34,0.5000173589654564,0.5669627616284808
7.34,0.7241630716051437,0.5670787576013406
7.34,1.034518673721634,0.5671947535742005
7.34,1.172454496883396,0.5673107495470603
7.34,2.7759584411530507,0.5674267455199202
7.34,2.982862175897377,0.5675427414927801
7.34,4.913963700177761,0.5676587374656399
7.34,5.81054655073651,0.5677747334384997
7.34,9.845169378250882,0.5678907294113595
7.34,11.983174637275592,0.5680067253842194
7.34,16.87989635954184,0.5681227213570792
7.34,20.7248574302234,0.5682387173299391
7.34,27.55268067678618,0.568354713302799
7.34,34.20808414439536,0.5684707092756588
7.34,43.63944605315759,0.5685867052485186
7.34,53.32943763035023,0.5687027012213784
7.34,63.933254035996974,0.5688186971942383
7.34,76.36472009847886,0.5689346931670981
7.34,91.00315933171304,0.569050689139958
7.34,103.8829168195474,0.5691666851128179
7.34,117.84891891478944,0.5692826810856777
7.34,130.19417508786762,0.5693986770585375
7.34,147.03958749163488,0.5695146730313974
7.34,157.55719400780484,0.5696306690042572
7.34,167.76444492185828,0.569746664977117
7.34,176.24749804620697,0.5698626609499768
7.34,190.179016185827,0.5699786569228368
7.34,195.47230339970272,0.5700946528956966
7.34,202.5759982925913,0.5702106488685564
7.34,201.6621734641372,0.5703266448414163
7.34,202.6449662041727,0.5704426408142761
7.34,198.35171370822792,0.5705586367871359
7.34,194.3343328584229,0.5706746327599957
7.34,195.2136737312723,0.5707906287328557
7.34,187.98928499311623,0.5709066247057155
7.34,189.62727289317547,0.5710226206785753
7.34,182.7477237129266,0.5711386166514352
7.34,180.3166048296808,0.571254612624295
7.34,180.6097184539019,0.5713706085971548
7.34,176.90269320623008,0.5714866045700147
7.34,177.23029078641122,0.5716026005428746
7.34,176.59233760428287,0.5717185965157344
7.34,182.1614964644844,0.5718345924885943
7.34,182.86841755819407,0.5719505884614541
7.34,184.88572897195127,0.5720665844343139
7.34,190.47212981004816,0.5721825804071737
7.34,192.00666584255143,0.5722985763800336
7.34,196.489580095529,0.5724145723528935
7.34,193.29981418488728,0.5725305683257533
7.34,195.4895453775981,0.5726465642986132
7.34,194.9722860407373,0.572762560271473
7.34,196.76545174185475,0.5728785562443328
7.34,192.6446190248636,0.5729945522171926
7.34,187.523751589762,0.5731105481900525
7.34,182.4546100887055,0.5732265441629124
7.34,174.78192992527005,0.5733425401357722
7.34,168.66102777241704,0.5734585361086321
7.34,158.091695322561,0.5735745320814919
7.34,145.47056750315707,0.5736905280543517
7.34,135.93575372702267,0.5738065240272116
7.34,123.17669008433798,0.5739225200000714
7.34,111.93492049668076,0.5740385159729313
7.34,97.46890104247328,0.5741545119457911
7.34,89.50310725481668,0.574270507918651
7.34,78.64066118073954,0.5743865038915108
7.34,66.34713094134744,0.5745024998643706
7.34,58.24340133052798,0.5746184958372305
7.34,48.34650601859102,0.5747344918100903
7.34,40.63934189932595,0.5748504877829501
7.34,32.53561228854539,0.57496648375581
7.34,27.294051008355773,0.5750824797286699
7.34,22.48353917555017,0.5751984757015297
7.34,16.15573328795285,0.5753144716743895
7.34,13.500468692067322,0.5754304676472494
7.34,9.655507621401917,0.5755464636201092
7.34,7.845099942381548,0.575662459592969
7.34,5.776062594945789,0.575778455565829
7.34,4.017380849619012,0.5758944515386888
7.34,2.620780640094805,0.5760104475115486
7.34,2.4483608611412,0.5761264434844084
7.34,1.2759063642566817,0.5762424394572683
7.34,1.1724544968845183,0.5763584354301281
7.34,0.6896791158137624,0.5764744314029879
7.34,0.3620815358025718,0.5765904273758479
7.34,0.3793235136979324,0.5767064233487077
7.34,0.0862098894768028,0.5768224193215675
7.34,0.1724197789536056,0.5769384152944274
7.34,0.0344839557907211,0.5770544112672872
7.34,0.0344839557907211,0.577170407240147
7.34,0.0344839557906881,0.5772864032130068
7.34,0.0172419778953605,0.5774023991858668
7.34,0.0,0.5775183951587266
7.34,0.0344839557907211,0.5776343911315864
7.35,0.0192412858622224,0.5688802491969467
7.35,0.019241285862243,0.568984192354089
7.35,0.0192412858622224,0.5690881355112314
7.35,0.0192412858622224,0.569192078668374
7.35,0.096206429311215,0.5692960218255163
7.35,0.0192412858622224,0.5693999649826587
7.35,0.0,0.5695039081398012
7.35,0.019241285862243,0.5696078512969436
7.35,0.0,0.5697117944540859
7.35,0.1346890010355571,0.5698157376112285
7.35,0.1154477151734579,0.5699196807683709
7.35,0.173171572760002,0.5700236239255132
7.35,0.211654144484673,0.5701275670826558
7.35,0.1539302868977796,0.5702315102397981
7.35,0.2693780020711142,0.5703354533969405
7.35,0.423308288969346,0.570439396554083
7.35,0.384825717244449,0.5705433397112254
7.35,0.5002734324177837,0.5706472828683677
7.35,0.7696514344897201,0.5707512260255103
7.35,0.8850991496622326,0.5708551691826527
