Beta,Hist,Bins
7.48,15.328986460268313,0.5872907929818214
7.48,0.0,0.5873038401588491
7.48,7.6644932301341555,0.5873168873358765
7.48,15.328986460398747,0.5873299345129039
7.48,7.6644932301341555,0.5873429816899314
7.48,15.328986460398747,0.587356028866959
7.48,30.657972920536626,0.5873690760439865
7.48,7.6644932301993745,0.5873821232210139
7.48,38.32246615067078,0.5873951703980413
7.48,53.65145261139563,0.587408217575069
7.48,45.98695938080493,0.5874212647520964
7.48,76.64493230199375,0.5874343119291239
7.48,76.64493230134156,0.5874473591061513
7.48,68.98043907179438,0.587460406283179
7.48,76.64493230134156,0.5874734534602064
7.48,99.63841199259188,0.5874865006372338
7.48,68.9804390712074,0.5874995478142613
7.48,191.6123307549844,0.5875125949912889
7.48,130.29638491228064,0.5875256421683164
7.48,199.2768239851837,0.5875386893453438
7.48,214.60581044375635,0.5875517365223712
7.48,367.89567504957,0.5875647836993989
7.48,291.2507427450979,0.5875778308764263
7.48,275.9217562871775,0.5875908780534538
7.48,459.8695938080493,0.5876039252304812
7.48,582.5014854951526,0.5876169724075089
7.48,590.16597872033,0.5876300195845363
7.48,636.1529381065482,0.5876430667615637
7.48,758.7848297832815,0.5876561139385912
7.48,666.8109110273456,0.5876691611156188
7.48,873.7522282352937,0.5876822082926463
7.48,927.4036808541244,0.5876952554696737
7.48,1126.6805048297208,0.5877083026467012
7.48,1034.7065860769155,0.5877213498237288
7.48,1126.6805048297208,0.5877343970007562
7.48,1302.9638491338935,0.5877474441777837
7.48,1425.595740804953,0.5877604913548111
7.48,1463.9182069680803,0.5877735385318388
7.48,1486.9116866460265,0.5877865857088662
7.48,1601.8790851116694,0.5877996328858937
7.48,1785.8269226212583,0.5878126800629211
7.48,1686.1885106438626,0.5878257272399487
7.48,2000.4327330650144,0.5878387744169762
7.48,1839.47837524785,0.5878518215940036
7.48,1824.149388771929,0.5878648687710311
7.48,1969.77476016124,0.5878779159480587
7.48,1931.4522939938072,0.5878909631250862
7.48,1839.47837524785,0.5879040103021136
7.48,2115.400131517027,0.587917057479141
7.48,2253.3610096786165,0.5879301046561687
7.48,2368.3284081114543,0.5879431518331961
