Lt,Ls,n_replicas,n_repeats,N_NR,N_RM,n_or,umin,umax,N_th,N_meas,Nfs_swaps,Nfa_meas,PX,PY,an_file,cores_per_node,N_NR_per_step,N_RM_per_step,rm_it,time_limit
6,72,76,1,10,0,0,0.6017,0.6027,300,700,50,100,1,1,input/data/6x72_25repeats_48replicas.txt,76,1,0,1,1-00:00:00
