beta,plaq
7.476168355200071,0.5875
7.47644642320005,0.5875314960633807
7.476724491199973,0.5875629921267614
7.4770036228399706,0.587594488188244
7.4772860065600435,0.5876259842516247
7.477539533600077,0.5876574803150055
7.4778515876000355,0.5876889763783861
7.478143359760022,0.5877204724417668
7.478370100999999,0.5877519685032495
7.478690983599962,0.5877834645666302
7.4789601462799284,0.5878149606300109
7.4792335949200375,0.5878464566933916
7.47952394955997,0.5878779527567723
7.4797922084400055,0.587909448818255
7.480064262240017,0.5879409448816357
7.480338293199977,0.5879724409450163
7.480611800600046,0.5880039370083971
7.480917556760075,0.5880354330717779
7.481165619280035,0.5880669291332604
7.481487214239902,0.5880984251966412
7.481728857400075,0.5881299212600218
7.481980879840051,0.5881614173234025
7.482249374919956,0.5881929133848852
7.4825024659599775,0.5882244094482659
7.482829886679976,0.5882559055116466
7.483122360480045,0.5882874015750273
7.483392477599904,0.5883188976384081
7.483643578599993,0.5883503936998906
7.483930973679865,0.5883818897632714
7.4842425104399135,0.588413385826652
7.484481705920003,0.5884448818900327
7.4847214668801145,0.5884763779534136
7.4850371394801325,0.5885078740148961
7.485358728400017,0.5885393700782768
7.485599115960027,0.5885708661416575
7.48584716195988,0.5886023622050383
7.486159930520045,0.588633858268419
7.486354447239895,0.5886653543299016
7.486681240120016,0.5886968503932823
7.486945825680103,0.588728346456663
7.487255204719968,0.5887598425200438
7.487492292800025,0.5887913385834245
7.48777144848002,0.5888228346449071
7.487977415119956,0.5888543307082877
7.488273581280007,0.5888858267716685
7.488523164800065,0.5889173228350493
7.488749959760055,0.5889488188984299
7.489076612639902,0.5889803149599125
7.4892750104399965,0.5890118110232933
7.489444754079909,0.589043307086674
7.4897057095600585,0.5890748031500547
7.489896930759942,0.5891062992134354
7.490101775680009,0.5891377952749179
7.490205235199985,0.5891692913382987
7.4902593753599715,0.5892007874016795
7.490203759520053,0.5892322834650601
7.4898249962000145,0.5892637795284408
7.489892881999933,0.5892952755899235
7.489688972760003,0.5893267716533042
7.4899512263200965,0.589358267716685
7.489656762279991,0.5893897637800656
7.489673576799964,0.5894212598434463
7.489387302760094,0.589452755904929
7.489417845200002,0.5894842519683097
7.489478936639915,0.5895157480316904
7.489565055999925,0.5895472440950711
7.489357894880171,0.5895787401565536
7.489481198599984,0.5896102362199344
7.489541961879943,0.5896417322833152
7.4896999017999235,0.5896732283466958
7.489832296359889,0.5897047244100765
7.489976031919927,0.5897362204715592
7.49017143391991,0.5897677165349399
7.4901933095600715,0.5897992125983206
7.490475855679965,0.5898307086617013
7.4907029368799325,0.589862204725082
7.4908199022798545,0.5898937007865646
7.491002310079937,0.5899251968499454
7.491069749559906,0.5899566929133261
7.491246668639897,0.5899881889767067
7.491390481520165,0.5900196850400875
7.491661265799927,0.5900511811015701
7.491902375360075,0.5900826771649509
7.492022381879939,0.5901141732283315
7.492157630799934,0.5901456692917122
7.492461693360014,0.5901771653550929
7.492586172319823,0.5902086614165756
7.49281027663998,0.5902401574799563
7.492927635320017,0.590271653543337
7.493187680880028,0.5903031496067177
7.49332967687993,0.5903346456700984
7.493614889519993,0.5903661417315811
7.493845195719921,0.5903976377949617
7.494073371000078,0.5904291338583424
7.494272635999945,0.5904606299217232
7.494451200000002,0.5904921259851039
7.494690655880065,0.5905236220465865
7.494885361159911,0.5905551181099672
7.4951171916399915,0.5905866141733479
7.495325157160042,0.5906181102367286
7.495520955960058,0.5906496063001093
7.495802858960002,0.590681102361592
7.496019205639964,0.5907125984249726
7.496269561080096,0.5907440944883534
7.496453177920008,0.5907755905517341
7.496621533599969,0.5908070866151147
7.496890849359946,0.5908385826765974
7.497124496319969,0.5908700787399781
7.497438027319919,0.5909015748033589
7.497663011959856,0.5909330708667395
7.497819376400101,0.5909645669282222
7.49807989840001,0.5909960629916029
7.498314461959995,0.5910275590549836
7.498541598399997,0.5910590551183643
7.498868523199948,0.591090551181745
7.498992813359898,0.5911220472432276
7.499300918240054,0.5911535433066083
7.499517861160119,0.5911850393699891
7.499819571919993,0.5912165354333698
7.499994463600112,0.5912480314967504
7.50023528476012,0.5912795275582331
7.500471942360086,0.5913110236216138
7.50070026263999,0.5913425196849945
7.501015897159991,0.5913740157483752
7.501223777799996,0.5914055118117559
7.50152898108004,0.5914370078732386
7.501764984639989,0.5914685039366193
7.502000988200067,0.5915
